33	98	1
41	98	1
46	98	1
54	98	1
67	98	1
69	98	1
73	98	1
79	98	1
97	98	1
5	99	1
21	99	1
73	99	1
92	99	1
93	99	1
3	100	1
23	100	1
33	100	1
57	100	1
66	100	1
72	100	1
75	100	1
76	100	1
82	100	1
83	100	1
85	100	1
3	101	1
5	101	1
8	101	1
14	101	1
19	101	1
20	101	1
33	101	1
43	101	1
44	101	1
46	101	1
49	101	1
52	101	1
59	101	1
66	101	1
67	101	1
73	101	1
77	101	1
86	101	1
87	101	1
3	102	1
101	102	1
101	103	1
5	104	1
19	104	1
30	104	1
33	104	1
59	104	1
66	104	1
72	104	1
73	104	1
75	104	1
76	104	1
77	104	1
82	104	1
83	104	1
100	104	1
0	106	1
3	106	1
5	106	1
19	106	1
20	106	1
59	106	1
5	107	1
8	107	1
16	107	1
19	107	1
21	107	1
30	107	1
33	107	1
78	107	1
98	107	1
3	108	1
79	108	1
91	108	1
96	108	1
97	108	1
3	109	1
30	109	1
72	109	1
75	109	1
76	109	1
83	109	1
0	110	1
3	110	1
5	110	1
8	110	1
10	110	1
21	110	1
24	110	1
33	110	1
44	110	1
46	110	1
49	110	1
84	110	1
3	111	1
79	111	1
91	111	1
96	111	1
97	111	1
3	112	1
5	112	1
79	112	1
91	112	1
96	112	1
97	112	1
3	113	1
5	114	1
19	114	1
21	114	1
30	114	1
33	114	1
73	114	1
78	114	1
94	114	1
106	114	1
3	115	1
5	115	1
21	115	1
32	115	1
48	115	1
50	115	1
88	115	1
105	115	1
0	116	1
3	116	1
5	116	1
20	116	1
29	116	1
79	116	1
91	116	1
96	116	1
97	116	1
108	116	1
111	116	1
112	116	1
113	116	1
0	117	1
1	117	1
2	117	1
3	117	1
5	117	1
7	117	1
20	117	1
37	117	1
40	117	1
53	117	1
60	117	1
69	117	1
74	117	1
79	117	1
85	117	1
88	117	1
89	117	1
91	117	1
95	117	1
96	117	1
97	117	1
103	117	1
107	117	1
108	117	1
111	117	1
112	117	1
113	117	1
115	117	1
116	117	1
